codigo,capitulo_codigo,descripcion,unidad,valor_unitario,orden
17.72,17,Sanitario discapacitados tipo push,Un,1639263.0,1801
17.73,17,Sanitario Ecoclean,Un,663766.0,1802
17.74,17,Sanitario infantil Kiddy,Un,797416.0,1803
17.75,17,Sanitario institucional tipo push,Un,635832.0,1804
17.76,17,Sanitario Manantial blanco,Un,414418.0,1805
17.77,17,Tanque de agua en fibra de vidrio 250 L,Un,796192.0,1806
17.78,17,Tanque de agua en fibra de vidrio 500 L,Un,1094098.0,1807
17.79,17,"Tanque de agua en fibra de vidrio 1,000 L",Un,1518867.0,1808
17.80,17,Taza Adriática,Un,922583.0,1809
17.81,17,Taza Adriática fluxómetro gem,Un,2068152.0,1810
17.82,17,Taza Adriática grifería antivandálica,Un,1645720.0,1811
17.83,17,Taza Báltica con válvula push de empotrar,Un,1481202.0,1812
17.84,17,Taza Báltica uso institucional,Un,432732.0,1813
18.01,18,Cantonera eléctrica de 110V,Un,169126.0,1814
18.02,18,Cierra puerta brazo hidráulico 45 Kg,Un,206835.0,1815
18.03,18,Cortasol celoscreen perforado paso 120,m2,315574.0,1816
18.04,18,Cortina metálica enrollable con cajón recogedor,m2,298846.0,1817
18.05,18,División orinal 96x46 cm en acero inox. Cal. 18,m2,696035.0,1818
18.06,18,División para baño en acero inox. Cal. 18,m2,1185003.0,1819
18.07,18,División para baño en acrílico y aluminio,m2,322020.0,1820
18.08,18,División para baño en lámina Cal. 20 (incl. pintura),m2,491416.0,1821
18.09,18,División para baño en vidrio templado 8 mm,m2,685200.0,1822
18.10,18,"Escalera de gato en tubo Ø= 1"" (incl. pintura)",m,180802.0,1823
18.11,18,Junta de dilatación en aluminio,m,38987.0,1824
18.12,18,Marco metálico lámina Cal. 20 a=0.60 m (incl. pintura),Un,233289.0,1825
18.13,18,Marco metálico lámina Cal. 20 a=0.70 m (incl. pintura),Un,236143.0,1826
18.14,18,Marco metálico lámina Cal. 20 a=0.80 m (incl. pintura),Un,245149.0,1827
18.15,18,Marco metálico lámina Cal. 20 a=0.90 m (incl. pintura),Un,262142.0,1828
18.16,18,Marco para ventana plomada blindada lámina de 1.5 mm y vidrio plomado blindado 24 mm 20x30 cm,Un,2563791.0,1829
18.17,18,Mesón cocina acero inoxidable 1.50 m (incl. grifería),Un,817237.0,1830
18.18,18,Mesón cocina acero inoxidable 1.80 m (incl. grifería),Un,902022.0,1831
18.19,18,Mesón cocina acero inoxidable 2.10 m (incl. grifería),Un,1048471.0,1832
18.20,18,Mosquitero fijo con marco en perfil de aluminio,m2,122487.0,1833
18.21,18,"Pasamanos en tubería HG Ø= 1 ½"" (incl. pintura)",m,231501.0,1834
18.22,18,"Pasamanos en tubería HG Ø= 2"" (incl. pintura)",m,232302.0,1835
18.23,18,"Perfil de transición (tapajunta) en aluminio de 3""",m,67451.0,1836
18.24,18,Puerta cortafuego de 1.00 x 2.00 m (90 min),Un,5521778.0,1837
18.25,18,"Puerta cortafuego de 1.00 x 2.00 m (90 min), incluye barra antipánico Tampa acero inox. 2 puntos y manija.",Un,6530952.0,1838
18.26,18,Puerta en aluminio batiente 2 alas con vidrio,m2,708890.0,1839
18.27,18,Puerta en aluminio corrediza con vidrio,m2,566222.0,1840
18.28,18,Puerta en aluminio de 1.00 x 2.05 m,Un,1080362.0,1841
18.29,18,"Puerta en lámina Cal. 20, 0.60 x 2.05 m (incl pintura)",Un,760263.0,1842
18.30,18,"Puerta en lámina Cal. 20, 0.70 x 2.05 m (incl pintura)",Un,767750.0,1843
18.31,18,"Puerta en lámina Cal. 20, 0.80 x 2.05 m (incl pintura)",Un,782715.0,1844
18.32,18,"Puerta en lámina Cal. 20, 0.90 x 2.05 m (incl pintura)",Un,828635.0,1845
18.33,18,Puerta enrollable garaje en aluminio de 3.00 x 2.50 m,Un,9308858.0,1846
18.34,18,Puerta enrollable garaje en lámina de 3.00 x 2.20 m,Un,2155955.0,1847
18.35,18,"Reja en aluminio tubería 1 ½"" x 1 ½""",m2,332742.0,1848
18.36,18,Reja metálica claraboya techo 60x80 cm (incl. pintura),Un,385102.0,1849
18.37,18,Reja metálica para cañuela a= 40 cm (incl. pintura),m,210343.0,1850
18.38,18,"Reja metálica varilla de 1/2"" h= 50 cm (incl. pintura)",m,163118.0,1851
18.39,18,"Reja metálica varilla de 1/2"" (incl. pintura)",m2,306855.0,1852
18.40,18,Remate decorativo en lámina perforada metálica,m2,151773.0,1853
18.41,18,Tope puerta de piso tipo media luna en acero sanitado,Un,34907.0,1854
18.42,18,Tope puerta en acero inoxidable con anillo de goma,Un,27902.0,1855
18.43,18,Ventana celosía en aluminio h= 0.60 m (vidrio 4 mm),m,434740.0,1856
18.44,18,Ventana en aluminio corrediza (vidrio 4 mm),m2,434606.0,1857
18.45,18,Ventana en aluminio fija (vidrio 4 mm),m2,382937.0,1858
18.46,18,Ventana en aluminio proyectante (vidrio 4 mm),m2,460441.0,1859
18.47,18,Ventana en lámina Cal. 20 (vidrio 4 mm),m2,261638.0,1860
18.48,18,Ventana luceta en lámina Cal. 20 h=50 cm (vidrio 4 mm),m,152110.0,1861
19.01,19,Burlete para puerta en caucho,m,46615.0,1862
19.02,19,Closet en madecor de 15 mm,m2,666869.0,1863
19.03,19,Closet en triplex,m2,476985.0,1864
19.04,19,Enchape o revestimiento de muro en MDF de 12 mm,m2,67558.0,1865
19.05,19,Enchape o revestimiento de muro en OSB de 9.5 mm,m2,52521.0,1866
19.06,19,Enchape o revestimiento de muro en OSB de 11 mm,m2,55538.0,1867
19.07,19,Enchape o revestimiento de muro en OSB de 15 mm,m2,70686.0,1868
19.08,19,Enchape o revestimiento de muro en Triplex de 4 mm,m2,43456.0,1869
19.09,19,Gabinete de baño 50x45x12 cm,Un,361665.0,1870
19.10,19,Mueble inferior de cocina h= 90 cm,m,963414.0,1871
19.11,19,Mueble lavadero 60x70 cm,Un,748212.0,1872
19.12,19,Mueble lavamanos 60x40 cm,Un,478935.0,1873
19.13,19,Mueble superior de cocina h= 60 cm,m,597546.0,1874
19.14,19,Pasamanos en madera de pino,m,155167.0,1875
19.15,19,Pasamanos en madera guayacán,m,196630.0,1876
19.16,19,Pérgola en madera de pino con acabado cepillado,m2,107901.0,1877
19.17,19,Puerta en madera entamborada de 0.60 x 2.05 m,Un,718601.0,1878
19.18,19,Puerta en madera entamborada de 0.70 x 2.05 m,Un,737782.0,1879
19.19,19,Puerta en madera entamborada de 0.80 x 2.05 m,Un,775560.0,1880
19.20,19,Puerta en madera entamborada de 0.90 x 2.05 m,Un,824140.0,1881
19.21,19,Puerta en pino maciza de 0.90 x 2.05 m,Un,1459624.0,1882
19.22,19,Puerta vaivén en madera celosía 0.80x1.20 m,Un,694151.0,1883
19.23,19,Puerta vaivén en madera entamborada de 0.80 x 2.05 m,Un,841530.0,1884
19.24,19,Tope puerta tipo resortado satinado,Un,19979.0,1885
19.25,19,Ventana en madera flormorado,m2,245169.0,1886
20.01,20,Acabado en Vitriflex para piso de madera,m2,60524.0,1887
20.02,20,Acabado en Acriltex para muros de baños y cocina,m2,25610.0,1888
20.03,20,Alumol pintura reflectiva,m2,20295.0,1889
20.04,20,Estuco acrílico en cielos,m2,17100.0,1890
20.05,20,Estuco acrílico en muros,m2,15247.0,1891
20.06,20,Estuco en polvo en cielos,m2,13977.0,1892
20.07,20,Estuco en polvo en muros,m2,12124.0,1893
20.08,20,Estuco plástico en cielos,m2,15839.0,1894
20.09,20,Estuco plástico en muros,m2,13985.0,1895
20.10,20,Estuco y pintura con vinilo en cielos (3 manos),m2,33738.0,1896
20.11,20,Estuco y pintura con vinilo en muros (3 manos),m2,31574.0,1897
20.12,20,Marmolina en cielos,m2,31692.0,1898
20.13,20,Perlita para cielos,m2,15007.0,1899
20.14,20,Pintucoat en cielos,m2,36023.0,1900
20.15,20,Pintucoat en muros,m2,31414.0,1901
20.16,20,Pintura a base de cal apagada (carburo) en cielos,m2,14646.0,1902
20.17,20,Pintura a base de cal apagada (carburo) en muros,m2,12341.0,1903
20.18,20,Pintura acrílica alta asepsia,m2,26285.0,1904
20.19,20,Pintura Biocida,m2,28341.0,1905
20.20,20,Pintura con aroflex,m2,49085.0,1906
20.21,20,Pintura con barniz,m2,21445.0,1907
20.22,20,Pintura con esmalte en lámina,m2,26658.0,1908
20.23,20,Pintura con esmalte en madera,m2,29887.0,1909
20.24,20,Pintura con esmalte en lámina a= 30 cm,m,11158.0,1910
20.25,20,Pintura con esmalte en madera a= 30 cm,m,12456.0,1911
20.26,20,Pintura con esmalte guardaescobas en madera,m,6219.0,1912
20.27,20,"Pintura con esmalte pasamanos tubería HG 1 ½"" a 2""",m,13837.0,1913
20.28,20,Pintura con laca,m2,21021.0,1914
20.29,20,Pintura con Sika Uretano blanco,m2,47559.0,1915
20.30,20,Pintura con Sika Uretano transparente,m2,50170.0,1916
20.31,20,Pintura con Silcoplast en muros,m2,42851.0,1917
20.32,20,Pintura con vinilo en cielo raso en drywall,m2,36908.0,1918
20.33,20,Pintura con vinilo en cielo raso en eterboard,m2,36908.0,1919
20.34,20,Pintura con vinilo en cielo raso en placa de yeso,m2,28603.0,1920
20.35,20,Pintura con vinilo en cielo raso en superboard,m2,36908.0,1921
20.36,20,Pintura con vinilo en cielos,m2,22987.0,1922
20.37,20,Pintura con vinilo en muros,m2,19635.0,1923
20.38,20,Pintura en gris basalto,m2,28003.0,1924
20.39,20,Pintura en gris basalto a= 30 cm,m,11214.0,1925
20.40,20,Pintura epóxica en cielos,m2,32995.0,1926
20.41,20,Pintura epóxica en muros,m2,28639.0,1927
20.42,20,Pintura epóxica en pisos,m2,19413.0,1928
20.43,20,Pintura exterior en Graniplast,m2,45986.0,1929
20.44,20,Pintura exterior en Graniplast h> 6 m,m2,50173.0,1930
20.45,20,Pintura exterior en Granotex,m2,38301.0,1931
20.46,20,Pintura exterior en Granotex h> 6 m,m2,42488.0,1932
20.47,20,Pintura exterior en Koraza,m2,41404.0,1933
20.48,20,Pintura exterior en Koraza h> 6 m,m2,45591.0,1934
20.49,20,Pintura exterior en Marmoplast,m2,42912.0,1935
20.50,20,Pintura exterior en Marmoplast h> 6 m,m2,46943.0,1936
20.51,20,Pintura exterior en Sikacolor C,m2,32298.0,1937
20.52,20,Pintura impermeabilizante Corona,m2,28991.0,1938
20.53,20,Pintura para el número de parqueo sobre el piso,Un,16835.0,1939
20.54,20,Pintura tráfico para demarcación de línea de carril,m,7009.0,1940
20.55,20,"Pintura tráfico en columna de parqueadero, amarillo y negro en bandas de ancho de 10 cm",m2,72935.0,1941
20.56,20,Repelente de agua para fachadas con Sika transparente,m2,24741.0,1942
20.57,20,Siliconite en muros,m2,24459.0,1943
20.58,20,Superficie esmaltada con cemento gris,m2,11394.0,1944
20.59,20,Yeso proyectado en muros,m2,22280.0,1945
21.01,21,"Aire acondicionado Mini Split inverter 9,000 BTU 220V",Un,3137544.0,1946
21.02,21,"Aire acondicionado Mini Split inverter 12,000 BTU 220V",Un,3452291.0,1947
21.03,21,"Aire acondicionado Mini Split inverter 18,000 BTU 220V",Un,4346340.0,1948
21.04,21,"Aire acondicionado Mini Split inverter 24,000 BTU 220V",Un,5240389.0,1949
21.05,21,"Ascensor capacidad 10 personas, 700 Kg (6 paradas)",Un,185081224.0,1950
21.06,21,Bomba eléctrica 2 HP 220 V,Un,2463308.0,1951
21.07,21,Bomba eléctrica 3 HP 220 V,Un,3215115.0,1952
21.08,21,Calentador de acumulación a gas 10 Gal,Un,2049477.0,1953
21.09,21,Calentador de acumulación a gas 15 Gal,Un,2326198.0,1954
21.10,21,Calentador de acumulación eléctrico 10 Gal,Un,1761270.0,1955
21.11,21,Calentador de acumulación eléctrico 15 Gal,Un,1932388.0,1956
21.12,21,Calentador de paso a gas 10 Lt,Un,1749496.0,1957
21.13,21,Calentador de paso a gas 13 Lt,Un,1839080.0,1958
21.14,21,"Campana extractora 60 cm, 3 velocidades",Un,453729.0,1959
21.15,21,"Campana Isla 90 cm, 3 velocidades",Un,2131838.0,1960
21.16,21,"Campana Península 60 cm, 3 velocidades",Un,1813688.0,1961
21.17,21,Ducha eléctrica 110V,Un,247786.0,1962
21.18,21,Equipo hidroneumático 1 HP tanque vertical 170 Lt,Un,3471359.0,1963
21.19,21,Estufa empotrar 4-P a gas,Un,1044612.0,1964
21.20,21,Estufa empotrar cristal negro 4-P a gas,Un,1399512.0,1965
21.21,21,Extractor de aire para baño 18x18 cm 110V,Un,293909.0,1966
21.22,21,Horno de empotrar a gas,Un,1101312.0,1967
21.23,21,Horno eléctrico medio formato 120V,Un,1134912.0,1968
21.24,21,Planta eléctrica de emergencia 34 kVA,Un,54682778.0,1969
21.25,21,Planta eléctrica de emergencia 50 kVA,Un,59138665.0,1970
21.26,21,Planta eléctrica de emergencia 75 kVA,Un,63953183.0,1971
21.27,21,Planta eléctrica de emergencia 80 kVA,Un,66920287.0,1972
21.28,21,Planta eléctrica de emergencia 165 kVA,Un,103726959.0,1973
21.29,21,Secador de manos automático eléctrico,Un,2021756.0,1974
21.30,21,Shut de basuras,m,463937.0,1975
21.31,21,Ventilador humidificador,Un,992248.0,1976
21.32,21,Ventilador industrial de 3 aspas,Un,389721.0,1977
22.01,22,Arbusto Duranta,Un,3762.0,1978
22.02,22,Bolsacreto con concreto de 17.2 MPa,m3,626879.0,1979
22.03,22,Caja de inspección para contador piso,Un,169235.0,1980
22.04,22,Cañuela en concreto de 20.7 MPa 0.10x0.30x0.40 m,m,135187.0,1981
22.05,22,Cerramiento con estacón de madera y alambre de púas,m,54825.0,1982
22.06,22,"Cerramiento malla eslabonada, tubo galvanizado Ø= 2"" y ángulo de 2""",m2,310939.0,1983
22.07,22,"Cerramiento poste de concreto, malla eslabonada y muro en bloque.",m,342206.0,1984
22.08,22,Cerramiento poste de concreto y alambre de púas,m,97729.0,1985
22.09,22,Cerramiento poste de concreto y malla eslabonada,m,196277.0,1986
22.10,22,Cerramiento poste de concreto y malla eslabonada recubierta en pvc.,m,209769.0,1987
22.11,22,Cerramiento poste de madera y alambre de púas,m,55564.0,1988
22.12,22,"Cerramiento tubo galvanizado Ø= 1 ½"", malla eslabonada y muro en ladrillo a la vista.",m,331157.0,1989
22.13,22,"Cerramiento tubo galvanizado Ø= 1 ½"", malla eslabonada y sardinel en concreto.",m,358271.0,1990
22.14,22,"Cerramiento vivo en swinglea cada 30 cm, h= 70 cm",m,71229.0,1991
22.15,22,"Concertina en acero inoxidable Ø= 20"" para cerramiento",m,161216.0,1992
22.16,22,"Cuneta en concreto de 20.7 MPa e= 0.15 m, b= 0.50 m, h= 0.20 m. Incluye afirmado y acero de refuerzo.",m,151750.0,1993
22.17,22,"Cuneta en concreto de 20.7 MPa e= 0.15 m, b= 1.00 m, h= 0.20 m. Incluye afirmado y acero de refuerzo.",m,237250.0,1994
22.18,22,"Cuneta rectangular en concreto de 20.7 MPa, b= 0.40 m, h= 0.45 m. Incluye afirmado y acero de refuerzo.",m,286600.0,1995
22.19,22,"Cuneta semicircular en concreto de 20.7 MPa, D= 0.50 m h= 0.25 m. Incluye afirmado y acero de refuerzo.",m,205079.0,1996
22.20,22,"Cuneta trapezoidal en concreto de 20.7 MPa, b= 0.40 m, h= 0.50 m. Incluye afirmado y acero de refuerzo.",m,296530.0,1997
22.21,22,"Cuneta triangular en concreto de 20.7 MPa, b= 0.60 m, h= 0.60 m. Incluye afirmado y acero de refuerzo.",m,292043.0,1998
22.22,22,Disipador energía y sedimentador en concreto 20.7 mpa,m3,824827.0,1999
22.23,22,"Disipador energía y sedimentador en gaviones, incluye recubrimiento en mortero 1:3 impermeabilizado.",m3,470900.0,2000
22.24,22,Empradización con maní forrajero,m2,20088.0,2001
22.25,22,Empradización con prado chino,m2,40108.0,2002
22.26,22,Empradización con prado kikuyo,m2,22477.0,2003
22.27,22,Empradización con prado trenza,m2,21703.0,2004
22.28,22,Empradización de talud con tierra orgánica y semillas,m2,58287.0,2005
22.29,22,Enrocado de fondo y pared con mortero 1:3,m2,98401.0,2006
22.30,22,Enrocado protección salida canal,m3,406596.0,2007
22.31,22,"Escalera en concreto 20.7 MPa sobre tierra, e= 0.12 m",m2,200553.0,2008
22.32,22,Gaviones en malla triple torsión,m3,380347.0,2009
22.33,22,Limpieza de alcantarilla,Un,228646.0,2010
22.34,22,"Limpieza manual de cunetas, zanjas, descoles",m,3452.0,2011
22.35,22,Pedraplén compacto,m3,181376.0,2012
22.36,22,Pedraplén suelto,m3,162085.0,2013
22.37,22,Planta ornamental h= 20-40 cm,Un,24826.0,2014
22.38,22,Planta ornamental h= 50-80 cm,Un,40379.0,2015
22.39,22,Poda de árboles tipo I,Un,414855.0,2016
22.40,22,Poda de árboles tipo II,Un,135931.0,2017
22.41,22,Poda de árboles tipo III,Un,96825.0,2018
22.42,22,Poda de árboles tipo IV,Un,86856.0,2019
22.43,22,Poda de césped y mantenimiento de zonas verdes,m2,40442.0,2020
22.44,22,Polietileno (plástico) negro Cal. 3.5,m2,4747.0,2021
22.45,22,Protector raíz en concreto de 17.2 MPa Ø=1.20 h=1.0 m,Un,889820.0,2022
22.46,22,"Puerta en ángulo de 1 ½"" y malla eslabonada",m2,359242.0,2023
22.47,22,"Puerta en tubería galv. Ø= 1 ½"" y malla eslabonada",m2,466445.0,2024
22.48,22,Recubrimiento sobre gaviones en concreto de 17.2 MPa,m2,139728.0,2025
22.49,22,Reductor de velocidad en concreto asfáltico a= 3.60 m h= 0.10 m (incl. pintura reflectiva).,m,2210640.0,2026
22.50,22,Revegetalización con agromanto de fique o similar,m2,25032.0,2027
22.51,22,Rocería,m2,272.0,2028
22.52,22,Rocería de talud h= 3.0 m (incl. retiro manual),Km,967936.0,2029
22.53,22,Topellantas en concreto de 60x30 cm,Un,52708.0,2030
22.54,22,Transplante de árboles tipo I traslado corto,Un,1090084.0,2031
22.55,22,Transplante de árboles tipo I traslado largo,Un,1304774.0,2032
22.56,22,Transplante de árboles tipo II traslado corto,Un,642822.0,2033
22.57,22,Transplante de árboles tipo II traslado largo,Un,742184.0,2034
22.58,22,Transplante de árboles tipo III traslado corto,Un,266438.0,2035
22.59,22,Transplante de árboles tipo III traslado largo,Un,388854.0,2036
22.60,22,Transplante de árboles tipo IV traslado corto,Un,211358.0,2037
22.61,22,Transplante de árboles tipo IV traslado largo,Un,295418.0,2038
22.62,22,"Zanja colectora en concreto de 20.7 MPa, 0.20x0.30 m",m,160649.0,2039
22.63.01,22.63,Box-Culvert en concreto de 20.7 Mpa,m3,1225159.0,2040
22.63.02,22.63,"Campo de infiltración en tubería sanitaria pvc Ø= 4""",m,118328.0,2041
22.63.03,22.63,"Cañuela Manhole Ø= 1.20 m, concreto de 20.7 MPa",Un,297305.0,2042
22.63.04,22.63,"Cilindro Manhole Ø= 1.20 m, concreto de 27.6 MPa",m,1126810.0,2043
22.63.05,22.63,"Cono Manhole Ø= 1.20 m x 0.80 m, concreto de 27.6 MPa",Un,612749.0,2044
22.63.06,22.63,"Empalme tubería Ø= 8""-12"" a cámara en concreto",Un,181479.0,2045
22.63.07,22.63,"Empalme tubería Ø= 8""-12"" a cámara en ladrillo",Un,122411.0,2046
22.63.08,22.63,"Empalme tubería Ø= 15""-21"" a cámara en concreto",Un,248177.0,2047
22.63.09,22.63,"Empalme tubería Ø= 15""-21"" a cámara en ladrillo",Un,189150.0,2048
22.63.10,22.63,Empotramiento tubo alcantarillado en concreto 17.2 MPa,Un,112977.0,2049
22.63.11,22.63,Empotramiento tubo alcantarillado en concreto 20.7 MPa,Un,115476.0,2050
22.63.12,22.63,Estribos y aletas en concreto de 20.7 MPa,m3,1274234.0,2051
22.63.13,22.63,Filtro francés (sin tubería),m3,226102.0,2052
22.63.14,22.63,"Losa inferior Manhole Ø= 1.20 m, concreto de 27.6 MPa",Un,782043.0,2053
22.63.15,22.63,"Peldaño Manhole en acero Ø= 5/8"" L= 1.00 m",Un,44533.0,2054
22.63.16,22.63,Silla tee pvc novafort 160x110 mm,Un,207269.0,2055
22.63.17,22.63,Silla tee pvc novafort 200x110 mm,Un,248081.0,2056
22.63.18,22.63,Silla tee pvc novafort 200x160 mm,Un,248081.0,2057
22.63.19,22.63,Silla tee pvc novafort 250x110 mm,Un,287978.0,2058
22.63.20,22.63,Silla tee pvc novafort 250x160 mm,Un,287978.0,2059
22.63.21,22.63,Silla tee pvc novafort 315x110 mm,Un,419163.0,2060
22.63.22,22.63,Silla tee pvc novafort 315x160 mm,Un,419163.0,2061
22.63.23,22.63,Silla tee pvc novafort 355x160 mm,Un,467511.0,2062
22.63.24,22.63,Silla tee pvc novafort 400x160 mm,Un,502197.0,2063
22.63.25,22.63,Silla tee pvc novafort 500x160 mm,Un,760622.0,2064
22.63.26,22.63,Silla yee pvc novafort 160x110 mm,Un,207269.0,2065
22.63.27,22.63,Silla yee pvc novafort 200x110 mm,Un,248081.0,2066
22.63.28,22.63,Silla yee pvc novafort 200x160 mm,Un,248081.0,2067
22.63.29,22.63,Silla yee pvc novafort 250x110 mm,Un,287978.0,2068
22.63.30,22.63,Silla yee pvc novafort 250x160 mm,Un,287978.0,2069
22.63.31,22.63,Silla yee pvc novafort 315x110 mm,Un,419163.0,2070
22.63.32,22.63,Silla yee pvc novafort 315x160 mm,Un,419163.0,2071
22.63.33,22.63,Silla yee pvc novafort 355x160 mm,Un,467511.0,2072
22.63.34,22.63,Silla yee pvc novafort 400x160 mm,Un,502197.0,2073
22.63.35,22.63,Silla yee pvc novafort 500x160 mm,Un,760622.0,2074
22.63.36,22.63,Sistema séptico domiciliario de 500 Lt,Un,2747346.0,2075
22.63.37,22.63,"Sistema séptico domiciliario de 1,000 Lt",Un,3472560.0,2076
22.63.38,22.63,"Sistema séptico domiciliario integrado de 2,000 Lt",Un,8975588.0,2077
22.63.39,22.63,"Sistema séptico domiciliario integrado de 4,000 Lt",Un,12010786.0,2078
22.63.40,22.63,Sumidero desarenador concreto 20.7 MPa (doble reja),Un,2172100.0,2079
22.63.41,22.63,Sumidero desarenador concreto 20.7 MPa (tipo ventana),Un,1557343.0,2080
22.63.42,22.63,Sumidero en concreto 20.7 MPa (incl. reja) SL= 1.0 m,Un,2563652.0,2081
22.63.43,22.63,Sumidero en concreto 20.7 MPa (incl. reja) SL= 1.5 m,Un,3841433.0,2082
22.63.44,22.63,Sumidero en concreto 20.7 MPa (incl. reja) SL= 2.0 m,Un,5119215.0,2083
22.63.45,22.63,Sumidero simple en concreto 20.7 MPa (incl. reja),Un,1197431.0,2084
22.63.46,22.63,"Tapa Manhole Ø= 0.60 m, en concreto reforzado",Un,659640.0,2085
22.63.47,22.63,"Tapa Manhole Ø= 0.60 m, en hierro fundido",Un,1185397.0,2086
22.63.48,22.63,"Tapa Manhole Ø= 0.60 m, polimérica",Un,1136600.0,2087
22.63.49,22.63,"Tubería en concreto reforzada Ø= 24"" (U.C.)",m,444998.0,2088
22.63.50,22.63,"Tubería en concreto reforzada Ø= 30"" (U.C.)",m,679282.0,2089
22.63.51,22.63,"Tubería en concreto reforzada Ø= 36"" (U.C.)",m,848782.0,2090
22.63.52,22.63,"Tubería en concreto reforzada Ø= 40"" (U.C.)",m,968822.0,2091
22.63.53,22.63,"Tubería en concreto reforzada Ø= 48"" (U.C.)",m,1226743.0,2092
22.63.54,22.63,"Tubería en concreto reforzada Ø= 52"" (U.C.)",m,1341137.0,2093
22.63.55,22.63,"Tubería en concreto reforzada Ø= 60"" (U.C.)",m,1677285.0,2094
22.63.56,22.63,"Tubería en concreto simple de Ø= 6"" (U.C.)",m,46991.0,2095
22.63.57,22.63,"Tubería en concreto simple de Ø= 8"" (U.C.)",m,55740.0,2096
22.63.58,22.63,"Tubería en concreto simple de Ø= 10"" (U.C.)",m,70208.0,2097
22.63.59,22.63,"Tubería en concreto simple de Ø= 12"" (U.C.)",m,90056.0,2098
22.63.60,22.63,"Tubería en concreto simple de Ø= 16"" (U.C.)",m,137010.0,2099
22.63.61,22.63,"Tubería en concreto simple de Ø= 18"" (U.C.)",m,187305.0,2100
22.63.62,22.63,"Tubería en concreto simple de Ø= 21"" (U.C.)",m,254488.0,2101
22.63.63,22.63,"Tubería en concreto simple de Ø= 24"" (U.C.)",m,352029.0,2102
22.63.64,22.63,Tubería polietileno PE 100 PN 10 Ø= 63 mm,m,24671.0,2103
22.63.65,22.63,Tubería polietileno PE 100 PN 10 Ø= 75 mm,m,30929.0,2104
22.63.66,22.63,Tubería polietileno PE 100 PN 10 Ø= 90 mm,m,39545.0,2105
22.63.67,22.63,Tubería polietileno PE 100 PN 10 Ø= 110 mm,m,51498.0,2106
22.63.68,22.63,Tubería polietileno PE 100 PN 10 Ø= 160 mm,m,97343.0,2107
22.63.69,22.63,Tubería polietileno PE 100 PN 10 Ø= 200 mm,m,145698.0,2108
22.63.70,22.63,Tubería polietileno PE 100 PN 16 Ø= 63 mm,m,30423.0,2109
22.63.71,22.63,Tubería polietileno PE 100 PN 16 Ø= 75 mm,m,38822.0,2110
22.63.72,22.63,Tubería polietileno PE 100 PN 16 Ø= 90 mm,m,51257.0,2111
22.63.73,22.63,Tubería polietileno PE 100 PN 16 Ø= 110 mm,m,68976.0,2112
22.63.74,22.63,Tubería polietileno PE 100 PN 16 Ø= 160 mm,m,135392.0,2113
22.63.75,22.63,Tubería polietileno PE 100 PN 16 Ø= 200 mm,m,203814.0,2114
22.63.76,22.63,"Tubería pvc drenaje Ø= 2 ½"" (65 mm)",m,24987.0,2115
22.63.77,22.63,"Tubería pvc drenaje Ø= 2 ½"" (65 mm) con filtro",m,30346.0,2116
22.63.78,22.63,"Tubería pvc drenaje Ø= 4"" (100 mm)",m,36429.0,2117
22.63.79,22.63,"Tubería pvc drenaje Ø= 4"" (100 mm) con filtro",m,45343.0,2118
22.63.80,22.63,"Tubería pvc drenaje Ø= 6"" (160 mm)",m,73731.0,2119
22.63.81,22.63,"Tubería pvc drenaje Ø= 6"" (160 mm) con filtro",m,95737.0,2120
22.63.82,22.63,"Tubería pvc drenaje Ø= 8"" (200 mm)",m,99299.0,2121
22.63.83,22.63,"Tubería pvc drenaje Ø= 8"" (200 mm) con filtro",m,126831.0,2122
22.63.84,22.63,Tubería pvc novafort Ø= 110 mm,m,60303.0,2123
22.63.85,22.63,Tubería pvc novafort Ø= 160 mm,m,89074.0,2124
22.63.86,22.63,Tubería pvc novafort Ø= 200 mm,m,117794.0,2125
22.63.87,22.63,Tubería pvc novafort Ø= 250 mm,m,156832.0,2126
22.63.88,22.63,Tubería pvc novafort Ø= 315 mm,m,212300.0,2127
22.63.89,22.63,Tubería pvc novafort Ø= 355 mm,m,292905.0,2128
22.63.90,22.63,Tubería pvc novafort Ø= 400 mm,m,355244.0,2129
22.63.91,22.63,Tubería pvc novafort Ø= 500 mm,m,560525.0,2130
22.63.92,22.63,"Tubería pvc novafort Ø= 24""",m,754371.0,2131
22.63.93,22.63,"Tubería pvc novaloc Ø= 45""",m,597340.0,2132
22.63.94,22.63,"Tubería pvc novaloc Ø= 51""",m,807597.0,2133
22.63.95,22.63,"Tubería pvc novaloc Ø= 60""",m,997720.0,2134
22.64.01,22.64,Adoquín peatonal de gres,m2,154732.0,2135
22.64.02,22.64,Adoquín peatonal gris de cemento,m2,180279.0,2136
22.64.03,22.64,Andén en concreto de 20.7 MPa e= 0.07 m,m2,59046.0,2137
22.64.04,22.64,Andén en concreto de 20.7 MPa e= 0.10 m,m2,78757.0,2138
22.64.05,22.64,Loseta táctil alerta 6x40x40 cm,m,28503.0,2139
22.64.06,22.64,Loseta táctil alerta 6x40x40 cm,m2,178089.0,2140
22.64.07,22.64,Loseta táctil guía 6x40x40 cm,m,28509.0,2141
22.64.08,22.64,Loseta táctil guía 6x40x40 cm,m2,178089.0,2142
